id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
871316,78,2022,755,B. Dankert,162,182,2023-01-25T13:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
871309,78,2022,699,T. Gerach,168,176,2023-01-25T13:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871313,78,2022,698,D. Schlager,170,163,2023-01-25T13:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
871319,78,2022,738,F. Zwayer,173,172,2023-01-27T13:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871323,78,2022,694,F. Brych,159,182,2023-01-28T08:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871320,78,2022,12717,C. Dingert,160,170,2023-01-28T08:30:00-06:00,America/Costa_Rica,2,1,home,3,1,home
871325,78,2022,755,D. Siebert,162,161,2023-01-28T08:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871321,78,2022,11899,P. Ittrich,164,176,2023-01-28T08:30:00-06:00,America/Costa_Rica,3,0,home,5,2,home
871322,78,2022,724,B. Brand,167,163,2023-01-28T08:30:00-06:00,America/Costa_Rica,0,2,away,1,4,away
871317,78,2022,700,S. Jablonski,157,169,2023-01-28T11:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
871324,78,2022,741,M. Jöllenbeck,174,192,2023-01-29T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871318,78,2022,699,T. Welz,168,165,2023-01-29T10:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871333,78,2022,698,M. Fritz,170,168,2023-02-03T13:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
871326,78,2022,19381,R. Schröder,165,160,2023-02-04T08:30:00-06:00,America/Costa_Rica,1,1,tie,5,1,home
871330,78,2022,10491,R. Hartmann,169,159,2023-02-04T08:30:00-06:00,America/Costa_Rica,2,0,home,3,0,home
871332,78,2022,751,B. Dankert,176,167,2023-02-04T08:30:00-06:00,America/Costa_Rica,3,0,home,5,2,home
871327,78,2022,748,F. Badstübner,182,164,2023-02-04T08:30:00-06:00,America/Costa_Rica,1,0,home,2,1,home
871328,78,2022,731,M. Petersen,192,173,2023-02-04T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871329,78,2022,703,D. Aytekin,163,174,2023-02-04T11:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871334,78,2022,750,F. Willenborg,172,162,2023-02-05T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,2,away
871331,78,2022,752,H. Osmers,161,157,2023-02-05T10:30:00-06:00,America/Costa_Rica,1,3,away,2,4,away
871342,78,2022,741,B. Brand,174,161,2023-02-10T13:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871335,78,2022,700,M. Jöllenbeck,157,176,2023-02-11T08:30:00-06:00,America/Costa_Rica,1,0,home,3,0,home
871337,78,2022,12717,S. Stegemann,160,172,2023-02-11T08:30:00-06:00,America/Costa_Rica,0,1,away,2,1,home
871343,78,2022,755,F. Brych,162,165,2023-02-11T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,2,away
871339,78,2022,11899,S. Jablonski,164,170,2023-02-11T08:30:00-06:00,America/Costa_Rica,2,1,home,3,1,home
871340,78,2022,724,T. Stieler,167,168,2023-02-11T08:30:00-06:00,America/Costa_Rica,0,1,away,1,3,away
871336,78,2022,738,D. Schlager,173,182,2023-02-11T11:30:00-06:00,America/Costa_Rica,1,0,home,1,2,away
871341,78,2022,694,C. Dingert,159,163,2023-02-12T08:30:00-06:00,America/Costa_Rica,1,1,tie,4,1,home
871338,78,2022,731,D. Siebert,192,169,2023-02-12T10:30:00-06:00,America/Costa_Rica,0,0,tie,3,0,home
871351,78,2022,698,P. Ittrich,170,167,2023-02-17T13:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
