id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
1038141,140,2023,1491,"Victor Garcia Verdura, Spain",548,542,2024-01-02T12:15:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038133,140,2023,1497,"Jesus Gil Manzano, Spain",532,533,2024-01-02T14:30:00-06:00,America/Costa_Rica,2,0,home,3,1,home
1038139,140,2023,1479,"Juan Luis Pulido Santana, Spain",715,724,2024-01-03T10:00:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038138,140,2023,1467,"Miguel Angel Ortiz Arias, Spain",538,543,2024-01-03T12:15:00-06:00,America/Costa_Rica,1,1,tie,2,1,home
1038140,140,2023,1456,"Alejandro Muniz Ruiz, Spain",541,798,2024-01-03T12:15:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038136,140,2023,1478,"Alejandro Hernandez, Spain",547,530,2024-01-03T14:30:00-06:00,America/Costa_Rica,3,2,home,4,3,home
1038134,140,2023,1486,"Cesar Soto Grado, Spain",727,723,2024-01-04T10:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038135,140,2023,1494,"Jose Maria Sanchez Martinez, Spain",536,531,2024-01-04T12:15:00-06:00,America/Costa_Rica,0,1,away,0,2,away
1038137,140,2023,1481,"Pablo González Fuertes, Spain",534,529,2024-01-04T14:30:00-06:00,America/Costa_Rica,1,0,home,1,2,away
1038151,140,2023,1494,"Alejandro Hernandez, Spain",536,542,2024-01-12T14:00:00-06:00,America/Costa_Rica,0,2,away,2,3,away
1038149,140,2023,1481,"Javier Iglesias Villanueva, Spain",534,533,2024-01-13T07:00:00-06:00,America/Costa_Rica,1,0,home,3,0,home
1038150,140,2023,19940,"Victor Garcia Verdura, Spain",798,538,2024-01-13T09:15:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038143,140,2023,1460,"José Luis Munuera Montero, Spain",531,548,2024-01-13T11:30:00-06:00,America/Costa_Rica,2,0,home,2,1,home
1038146,140,2023,1489,"Guillermo Cuadra Fernandez, Spain",543,715,2024-01-13T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038142,140,2023,19216,"Mateo Busquets Ferrer, Spain",723,547,2024-01-14T07:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038147,140,2023,11915,"Isidro Diaz de Mera Escuderos, Spain",724,532,2024-01-14T09:15:00-06:00,America/Costa_Rica,1,1,tie,1,4,away
1038154,140,2023,1470,"Alejandro Muniz Ruiz, Spain",542,724,2024-01-19T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038161,140,2023,1488,"Mario Melero Lopez, Spain",728,534,2024-01-20T07:00:00-06:00,America/Costa_Rica,0,1,away,0,2,away
1038160,140,2023,1498,"Miguel Angel Ortiz Arias, Spain",533,798,2024-01-20T09:15:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038156,140,2023,1497,"Juan Luis Pulido Santana, Spain",532,531,2024-01-20T11:30:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038152,140,2023,1467,"Jorge Figueroa Vazquez, Spain",538,548,2024-01-20T14:00:00-06:00,America/Costa_Rica,0,1,away,0,1,away
1038159,140,2023,1486,"Jose Maria Sanchez Martinez, Spain",727,546,2024-01-21T07:00:00-06:00,America/Costa_Rica,2,0,home,3,2,home
1038155,140,2023,1456,"Francisco Hernandez Maeso, Spain",541,723,2024-01-21T09:15:00-06:00,America/Costa_Rica,0,2,away,3,2,home
1038158,140,2023,1489,"Jesus Gil Manzano, Spain",543,529,2024-01-21T11:30:00-06:00,America/Costa_Rica,0,1,away,2,4,away
1038153,140,2023,1478,"Pablo González Fuertes, Spain",547,536,2024-01-21T14:00:00-06:00,America/Costa_Rica,3,1,home,5,1,home
1038157,140,2023,1479,"Juan Martinez Munuera, Spain",715,530,2024-01-22T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
1038171,140,2023,19216,"Miguel Angel Ortiz Arias, Spain",723,542,2024-01-26T14:00:00-06:00,America/Costa_Rica,0,1,away,0,3,away
1038170,140,2023,1491,"Alejandro Hernandez, Spain",548,728,2024-01-27T07:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038166,140,2023,1481,"Cesar Soto Grado, Spain",534,541,2024-01-27T09:15:00-06:00,America/Costa_Rica,0,0,tie,1,2,away
1038163,140,2023,19939,"José Luis Munuera Montero, Spain",529,533,2024-01-27T11:30:00-06:00,America/Costa_Rica,0,1,away,3,5,away
1038168,140,2023,19940,"Javier Iglesias Villanueva, Spain",798,543,2024-01-27T14:00:00-06:00,America/Costa_Rica,0,1,away,0,1,away
1038164,140,2023,1467,"Mario Melero Lopez, Spain",538,547,2024-01-28T07:00:00-06:00,America/Costa_Rica,0,1,away,0,1,away
